chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2
House,62,1911,0.7390068159688412,0.1715686274509804,0.2616033755274262,0.03550295857988166,0,-0.017063725490196077,-0.006115196078431374,-0.32546835443037975,-0.03870464135021097,0.4135384615384615,0.030633136094674555,0.4145548780487805,0.02677439024390244,0.3802,0.1572,-0.2642058823529412,-0.1353529411764706,-0.40796039603960393,0.09143564356435643
House,63,1913,0.7116582165727767,0.2516703786191537,0.3388704318936877,0.050724637681159424,0,-0.076456570155902,-0.006877505567928729,-0.30801328903654485,-0.04552491694352159,0.4036449275362319,0.049318840579710144,0.4045263157894737,0.045263157894736845,0.3802,0.1572,-0.24853968253968253,-0.17061904761904761,-0.408375,0.16557142857142856
House,64,1915,0.7236305982905983,0.18510158013544017,0.3034188034188034,0.035,0,0.02279683972911964,0.025979683972911966,-0.3137905982905983,0.0823974358974359,0.40984,-0.044395,0.4111179487179487,-0.05156923076923077,0.36,0.2354,-0.24734146341463414,-0.07990243902439025,-0.38742342342342345,0.2622432432432432
House,65,1917,0.7156892476332835,0.18722466960352424,0.3244444444444444,0.03139013452914798,0,0.04923568281938326,0.048775330396475775,-0.3076488888888889,0.11936444444444445,0.4080403587443946,-0.030161434977578474,0.4089447004608295,-0.037548387096774195,0.37533333333333335,0.237,-0.2548086956521739,-0.06874782608695652,-0.3628909090909091,0.3160272727272727
House,66,1919,0.7153480392156863,0.15384615384615385,0.27941176470588236,0.04032258064516129,0,0.08141978021978022,0.060019780219780224,-0.31084803921568627,0.12004411764705883,0.4045,0.0018629032258064514,0.40618333333333334,-0.007216666666666666,0.354,0.27425,-0.28098863636363636,-0.21618181818181817,-0.3335,0.37511206896551724
House,67,1921,0.7041521040123025,0.15077605321507762,0.2898550724637681,0.08681672025723473,0.0022271714922048997,0.1782771618625277,0.102490022172949,-0.3096086956521739,0.3182536231884058,0.39454340836012863,0.005961414790996784,0.39698666666666665,0.0019599999999999995,0.32790909090909093,0.11509090909090909,-0.31903333333333334,-0.23496666666666666,-0.30699074074074073,0.4719259259259259
House,68,1923,0.6956949427424299,0.23178807947019867,0.41013824884792627,0.055793991416309016,0.0044444444444444444,0.0722384105960265,0.14981015452538632,-0.28855760368663597,0.2430599078341014,0.40713733905579397,0.0536824034334764,0.40875438596491226,0.04974561403508772,0.33340000000000003,0.23320000000000002,-0.27800970873786407,-0.023106796116504857,-0.2980877192982456,0.48354385964912283
House,69,1925,0.6752149189189189,0.24545454545454545,0.43783783783783786,0.088,0.006896551724137931,0.10769772727272728,0.15247272727272726,-0.28051891891891895,0.32904864864864863,0.394696,0.008624,0.39739344262295084,0.004655737704918033,0.285,0.17,-0.2942077922077922,0.004454545454545456,-0.27075925925925926,0.5604722222222223
House,70,1927,0.6683822876063541,0.27149321266968324,0.4393939393939394,0.12448132780082988,0.009111617312072893,0.08096153846153846,0.15477149321266967,-0.285979797979798,0.309010101010101,0.38240248962655604,0.019983402489626555,0.38375,0.014203389830508475,0.3188,0.2928,-0.3130909090909091,-0.04454545454545455,-0.2642909090909091,0.5918545454545454
House,71,1929,0.6525232152918345,0.2721238938053097,0.4508670520231214,0.1552346570397112,0.015555555555555555,0.11742699115044247,0.12463274336283185,-0.28365317919075145,0.29816184971098264,0.36887003610108304,0.014635379061371842,0.37161776061776064,-0.004725868725868726,0.3293333333333333,0.2932222222222222,-0.3332432432432432,-0.1289054054054054,-0.24658585858585857,0.6173838383838384
House,72,1931,0.6160244588744589,0.3561946902654867,0.5021645021645021,0.2,0.024390243902439025,0.044311946902654865,0.14727654867256637,-0.2556926406926407,0.3235974025974026,0.3603318181818182,-0.03587272727272727,0.3607906976744186,-0.042348837209302326,0.3406,0.2426,-0.29418260869565216,-0.00862608695652174,-0.2175344827586207,0.6529568965517242
House,73,1933,0.5825792443064182,0.4608501118568233,0.5248447204968945,0.26666666666666666,0.04524886877828054,-0.09108501118568232,0.09556599552572707,-0.25148757763975155,0.2152639751552795,0.3310916666666667,-0.24065,0.3310916666666667,-0.24065,NaN,NaN,-0.2943268292682927,-0.05758048780487805,-0.17642735042735042,0.6933247863247863
House,74,1935,0.5606969855832241,0.4751131221719457,0.5229357798165137,0.3047619047619048,0.020833333333333332,-0.11886425339366516,0.0633212669683258,-0.2556207951070336,0.18163302752293578,0.3050761904761905,-0.27012380952380954,0.3051826923076923,-0.27390384615384616,0.294,0.123,-0.30092056074766355,-0.0871822429906542,-0.16983185840707965,0.690716814159292
House,75,1937,0.5695082226438963,0.4798206278026906,0.5264705882352941,0.3118279569892473,0.013856812933025405,-0.13557847533632286,0.07609865470852017,-0.2559705882352941,0.1692,0.31353763440860216,-0.1773010752688172,0.31375000000000003,-0.18056521739130435,0.294,0.123,-0.30659734513274334,-0.10482300884955752,-0.15560526315789475,0.7124385964912281
House,76,1939,0.5572874634728567,0.4747252747252747,0.5531135531135531,0.3539325842696629,0.022172949002217297,-0.030863736263736265,0.0612021978021978,-0.24912454212454213,0.2743809523809524,0.30816292134831463,-0.2498932584269663,0.30824293785310736,-0.252,0.294,0.123,-0.3193018867924528,-0.06980503144654088,-0.1512456140350877,0.7544298245614035
House,77,1941,0.5705085403726708,0.4622222222222222,0.5289855072463768,0.35119047619047616,0.02252252252252252,-0.044075555555555555,0.06526666666666667,-0.2575978260869565,0.2623876811594203,0.31291071428571426,-0.24004166666666665,0.3123012048192771,-0.2466024096385542,0.3635,0.3045,-0.3327361963190184,-0.10101840490797546,-0.14921238938053097,0.7865929203539823
House,78,1943,0.5502947448897473,0.4577777777777778,0.5526315789473685,0.3532110091743119,0.03811659192825112,0.01917111111111111,0.04277555555555555,-0.24857456140350878,0.36193859649122806,0.3017201834862385,-0.28126146788990825,0.3006093023255814,-0.2889860465116279,0.3813333333333333,0.2723333333333333,-0.3594695652173913,-0.060356521739130434,-0.13571681415929204,0.79170796460177
House,79,1945,0.5680604102564102,0.43847874720357943,0.492,0.36923076923076925,0.033707865168539325,-0.01662192393736018,0.07987248322147651,-0.264604,0.3379,0.30345641025641024,-0.24404615384615386,0.30140104166666665,-0.25272916666666667,0.435,0.31166666666666665,-0.3686029411764706,-0.04815441176470588,-0.14053508771929824,0.7984561403508772
House,80,1947,0.5226686157858278,0.48552338530066813,0.5515463917525774,0.43873517786561267,0.07606263982102908,0.0550913140311804,0.03237416481069042,-0.23732474226804123,0.48745876288659795,0.28534387351778656,-0.3126600790513834,0.28542510121457493,-0.31919028340080974,0.282,-0.043833333333333335,-0.3661807228915663,0.033385542168674696,-0.14097297297297298,0.8269909909909909
House,81,1949,0.552574970207695,0.41797752808988764,0.41198501872659177,0.4318181818181818,0.05869074492099323,-0.05810786516853932,0.1116876404494382,-0.2755692883895131,0.357876404494382,0.2770056818181818,-0.25428409090909093,0.2775722543352601,-0.2573294797687861,0.24433333333333332,-0.07866666666666666,-0.3714903225806452,0.015632258064516128,-0.14282142857142857,0.8315178571428571
House,82,1951,0.5423526570048309,0.43080357142857145,0.44166666666666665,0.41545893719806765,0.06040268456375839,-0.011488839285714285,0.10757142857142857,-0.2623333333333333,0.421,0.28001932367149757,-0.25518357487922705,0.2789014778325123,-0.25985221674876846,0.33675,-0.018250000000000002,-0.36836153846153846,0.06906153846153847,-0.13702727272727272,0.8369272727272727
House,83,1953,0.5310016943549054,0.4399092970521542,0.47706422018348627,0.4009009009009009,0.18636363636363637,0.014195011337868482,0.11112471655328798,-0.2533440366972477,0.4754816513761468,0.27765765765765765,-0.24605405405405406,0.2794372093023256,-0.25724186046511627,0.223,0.09757142857142857,-0.37764864864864867,0.11327027027027027,-0.12439252336448599,0.8512336448598131
House,84,1955,0.5563491038675191,0.4178082191780822,0.4085106382978723,0.42857142857142855,0.1780821917808219,-0.021246575342465754,0.13404794520547944,-0.27909787234042555,0.43966382978723406,0.2772512315270936,-0.219743842364532,0.27731794871794874,-0.23557948717948718,0.275625,0.16625,-0.3914469696969697,0.11902272727272728,-0.13511650485436894,0.8505825242718447
House,85,1957,0.5509997549019607,0.42792792792792794,0.4,0.46078431372549017,0.09684684684684684,-0.029617117117117116,0.1364481981981982,-0.2827791666666667,0.4623291666666667,0.2682205882352941,-0.24694117647058825,0.2679183673469388,-0.2638061224489796,0.275625,0.16625,-0.39155882352941174,0.1610735294117647,-0.14052884615384614,0.8562788461538462
House,86,1959,0.562427738927739,0.4153498871331828,0.3776223776223776,0.4807692307692308,0.07918552036199095,-0.09696162528216705,0.1895079006772009,-0.2957097902097902,0.4146048951048951,0.26671794871794874,-0.2283653846153846,0.26524161073825503,-0.2498724832214765,0.29814285714285715,0.22942857142857143,-0.38551648351648354,0.17056593406593407,-0.1385480769230769,0.8416730769230769
House,87,1961,0.5396550324675324,0.44766146993318484,0.40293040293040294,0.5170454545454546,0.0935412026726058,-0.06575055679287305,0.16889532293986637,-0.2772857142857143,0.4203076923076923,0.2623693181818182,-0.22107954545454545,0.260887573964497,-0.2397396449704142,0.29814285714285715,0.22942857142857143,-0.3711963190184049,0.1318159509202454,-0.13812727272727274,0.8478
House,88,1963,0.5480623761123529,0.4198645598194131,0.366412213740458,0.4972375690607735,0.09480812641083522,-0.0681196388261851,0.13889164785553046,-0.29204580152671755,0.38387786259541984,0.25601657458563537,-0.2157292817679558,0.253,-0.24382352941176472,0.30263636363636365,0.21845454545454546,-0.3829444444444444,0.11346296296296296,-0.14479,0.82195
House,89,1965,0.5465892944265037,0.3918918918918919,0.32558139534883723,0.5314685314685315,0.18693693693693694,-0.12472297297297297,0.14047522522522524,-0.3007641196013289,0.3066976744186046,0.24582517482517482,-0.2094055944055944,0.2411171875,-0.2659140625,0.28600000000000003,0.2728,-0.376490099009901,0.06173762376237624,-0.14625252525252525,0.8065151515151515
House,90,1967,0.538546455026455,0.4214123006833713,0.332,0.5396825396825397,0.3416856492027335,-0.06366287015945331,0.09802277904328018,-0.29552,0.317728,0.24302645502645503,-0.1925925925925926,0.23947560975609755,-0.25328048780487805,0.26632,0.20552,-0.3860674846625767,0.055914110429447855,-0.1258735632183908,0.8082528735632184
House,91,1969,0.5643911155778895,0.4053452115812918,0.3,0.5376884422110553,0.34075723830734966,-0.05962583518930958,0.08241202672605791,-0.309768,0.289128,0.25462311557788947,-0.1772814070351759,0.25253488372093025,-0.23536627906976745,0.2679259259259259,0.19274074074074074,-0.39335928143712573,0.0432874251497006,-0.14157831325301204,0.7837710843373494
House,92,1971,0.5649482625482626,0.4009009009009009,0.3088803088803089,0.5297297297297298,0.32432432432432434,-0.07515315315315316,0.09827027027027027,-0.31054826254826257,0.2947104247104247,0.2544,-0.17674594594594595,0.24817088607594937,-0.24012025316455696,0.29085185185185186,0.19411111111111112,-0.3935174418604651,0.052930232558139535,-0.14651724137931035,0.772712643678161
House,93,1973,0.5844161976235147,0.3755656108597285,0.2804878048780488,0.49743589743589745,0.3401360544217687,-0.06585067873303167,0.06529411764705882,-0.3234674796747968,0.23640650406504066,0.26094871794871793,-0.14995897435897435,0.25346625766871167,-0.20545398773006135,0.2990625,0.13271875,-0.3937090909090909,0.01607878787878788,-0.18038271604938272,0.6852222222222222
